"chapterId","questionType","QuestionPhrase","Answer1","Answer2","Answer3","Answer4","Answer5","CorrectAnswerAsLetter","textIfCorrect","textIfIncorrect","questionImageId","solutionImageId"
"12","Multiple Choice","<SPAN STYLE="""" >Bei den nachstehenden Gleichungen wurden keine Einheiten angegeben. Mit welcher Gleichung berechnet man die Leistung des Widerstandes?</SPAN>","<SPAN STYLE="""" >P = 10</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * 1</SPAN>","<SPAN STYLE="""" >P = 1 * 2</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN>","<SPAN STYLE="""" >P = 1</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * 10</SPAN>","<SPAN STYLE="""" >P = 1</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / 10</SPAN>","VOID","c","<SPAN STYLE="""" >Die Stromst&auml;rke I betr&auml;gt 1 A. Mit folgenden Gleichungen kann man die Leistung berechnen : <BR>P = U * I = 10 V * 1 A           P = U</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" >/ R  = (10V)</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / 10  &Omega;         <BR>P = I</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * R  = (1A)</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * 10 &Omega;</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke I betr&auml;gt 1 A. Mit folgenden Gleichungen kann man die Leistung berechnen : <BR>P = U * I = 10 V * 1 A           P = U</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" >/ R  = (10V)</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / 10  &Omega;         <BR>P = I</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * R  = (1A)</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * 10 &Omega;</SPAN>","511",""
"12","Multiple Choice","<SPAN STYLE="""" >Eine Lampe 12 V / 1,2 W wird in Serie mit einem Vorwiderstand an 24 V angeschlossen. Wie gross wird die Leistung am Vorwiderstand?</SPAN>","<SPAN STYLE="""" >P = 12 W</SPAN>","<SPAN STYLE="""" >P = 2,4 W</SPAN>","<SPAN STYLE="""" >P = 0,6 W</SPAN>","<SPAN STYLE="""" >P = 1,2 W</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Weil &uuml;ber dem Vorwiderstand auch eine Spannung von 12 V abf&auml;llt, und in beiden Bauteilen der gleich grosse Strom fliesst, ist die Leistung an beiden Teilen gleich gross.</SPAN>","512",""
"12","Multiple Choice","<SPAN STYLE="""" >Eine Heizwicklung leistet 10 W wenn sie an 10 V angeschlossen wird. Um wie viele % steigt die Leistung wenn die Spannung 50 % gr&ouml;sser gemacht wird?</SPAN>","<SPAN STYLE="""" >um 25 %</SPAN>","<SPAN STYLE="""" >um 50 %</SPAN>","<SPAN STYLE="""" >um 100 %</SPAN>","<SPAN STYLE="""" >um 125 %</SPAN>","<SPAN STYLE="""" >um 225 %</SPAN>","d","<SPAN STYLE="""" >Der Widerstand betr&auml;gt U</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / P = 100V /  10 W = 10 &Omega;.<BR>Die neue Leistung ist  P2 = U</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / R = (15V)</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / 10 &Omega; = 22,5 W.  10W = 100%<BR>22,5W = 225 %. Die Leistung ist demnach um 125 % gestiegen</SPAN>","<SPAN STYLE="""" >Der Widerstand betr&auml;gt U</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / P = 100V /  10 W = 10 &Omega;.<BR>Die neue Leistung ist  P2 = U</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / R = (15V)</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / 10 &Omega; = 22,5 W.  10W = 100%<BR>22,5W = 225 %. Die Leistung ist demnach um 125 % gestiegen</SPAN>","",""
"12","Multiple Choice","<SPAN STYLE="""" >Ein Verbraucher hat einen Widerstand mit der Gr&ouml;sse a. Er wird an eine Spannung mit der Gr&ouml;sse b angeschlossen. Dabei fliesst ein Strom in der Gr&ouml;sse c. Welche Gleichung zur Berechnung der Leistung d ist falsch?</SPAN>","<SPAN STYLE="""" >d = c</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * a</SPAN>","<SPAN STYLE="""" >d = b * c</SPAN>","<SPAN STYLE="""" >d = b</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / a</SPAN>","<SPAN STYLE="""" >d = b</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * a</SPAN>","<SPAN STYLE="""" >Alle Gleichungen sind falsch</SPAN>","d","<SPAN STYLE="""" >P = U</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / R        P = U * I       P = I</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * R</SPAN>","<SPAN STYLE="""" >P = U</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / R        P = U * I       P = I</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * R</SPAN>","514",""
"12","Multiple Choice","<SPAN STYLE="""" >Mit welcher Schaltung wird die Leistung am Widerstand richtig gemessen?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","<SPAN STYLE="""" >Keine Schaltung ist richtig</SPAN>","c","<SPAN STYLE="""" >Bei den Schaltungen &bdquo;a&ldquo; und &bdquo;b&ldquo; ist der Spannungspfad und bei der Schaltung &bdquo;d&ldquo; ist der Strompfad falsch eingetragen.</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke wird durch den Strompfad (dicker Leiter) und die Spannung &uuml;ber dem Spannungspfad (d&uuml;nner Leiter) gemessen.</SPAN>","516",""
"12","Multiple Choice","<SPAN STYLE="""" >Alle Widerst&auml;nde sind gleich gross. Bei welcher Schaltung gibt der Widerstand R die gr&ouml;sste Leistung ab?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >Die Leistung ist bei allen Schaltungen gleich gross</SPAN>","VOID","c","<SPAN STYLE="""" >Bei c besteht der kleinste Gesamtwiderstand. Deshalb fliesst dort der gr&ouml;sste Strom. Das ergibt nach der Gleichung P = I</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * R auch die gr&ouml;sste Leistung.</SPAN>","<SPAN STYLE="""" >In welcher Schaltung besteht der kleinste Gesamtwiderstand und somit die gr&ouml;sste Stromst&auml;rke durch R?  P = I</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * R.    R ist &uuml;berall gleich gross.</SPAN>","520",""
"12","Multiple Choice","<SPAN STYLE="""" >Alle Widerst&auml;nde sind gleich gross. Wie ver&auml;ndert sich die Leistung an R, wenn der Schalter geschlossen wird?</SPAN>","<SPAN STYLE="""" >Die Leistung wird gr&ouml;sser.</SPAN>","<SPAN STYLE="""" >Die Leistung wird kleiner</SPAN>","<SPAN STYLE="""" >Die Leistung  bleibt gleich</SPAN>","VOID","VOID","b","<SPAN STYLE="""" >Wenn der Schalter geschlossen wird, steigt der Strom durch den Vorwiderstand und somit auch dessen Spannung. Die Spannung an R wird deshalb kleiner. Die Leistung an R berechnet man mit P = U</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-bottom;"" >R</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / R</SPAN>","<SPAN STYLE="""" >Wenn der Schalter geschlossen wird, steigt der Strom durch den Vorwiderstand und somit auch dessen Spannung. Die Spannung an R wird deshalb kleiner. Die Leistung an R berechnet man mit P = U</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-bottom;"" >R</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / R</SPAN>","521",""
"12","Multiple Choice","<SPAN STYLE="""" >Welche Lampe leuchtet am st&auml;rksten?<BR>Bei den Angaben handelt es sich um Nenndaten.</SPAN>","<SPAN STYLE="""" >Lampe 1.</SPAN>","<SPAN STYLE="""" >Lampe 2.</SPAN>","<SPAN STYLE="""" >Lampe 3.</SPAN>","<SPAN STYLE="""" >Alle Lampen leuchten gleich stark, weil sie vom gleich grossen Strom durchflossen werden.</SPAN>","VOID","a","<SPAN STYLE="""" >P = I</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * R.  Die Stromst&auml;rke I  ist &uuml;berall gleich gross. Die gr&ouml;sste Leistung entsteht deshalb beim gr&ouml;ssten Widerstandswert.</SPAN>","<SPAN STYLE="""" >P = I</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * R.  Die Stromst&auml;rke I  ist &uuml;berall gleich gross. Die gr&ouml;sste Leistung entsteht deshalb beim gr&ouml;ssten Widerstandswert.</SPAN>","522","523"
"12","Multiple Choice","<SPAN STYLE="""" >Alle Widerst&auml;nde sind gleich gross.<BR>Der Widerstand R gibt eine Leistung von 9 W ab. Wie gross sind die Einzelleistungen der anderen Widerst&auml;nde?</SPAN>","<SPAN STYLE="""" >1W</SPAN>","<SPAN STYLE="""" >3W</SPAN>","<SPAN STYLE="""" >6W</SPAN>","<SPAN STYLE="""" >9W</SPAN>","VOID","a","<SPAN STYLE="""" >Die Spannungen an den anderen Widerst&auml;nden ist 3 mal kleiner als bei R.<BR>Somit sind auch die Stromst&auml;rken 3 mal kleiner.   P = U * I     P = 1/3 U * 1/3 I = 1/9 P</SPAN>","<SPAN STYLE="""" >Die Spannungen an den anderen Widerst&auml;nden ist 3 mal kleiner als bei R.<BR>Somit sind auch die Stromst&auml;rken 3 mal kleiner.   P = U * I     P = 1/3 U * 1/3 I = 1/9 P</SPAN>","525",""
"38","Multiple Choice","<SPAN STYLE="""" >Eine Gl&uuml;hlampe ist an einer Gleichspannung von 24 V angeschlossen. Wie gross muss der eingezeichnete Wechselspannungswert Ux sein, wenn sie mit dieser Spannung gleich stark leuchten soll?</SPAN>","<SPAN STYLE="""" >Ux = 24V * 1,41 * 2 = 68 V</SPAN>","<SPAN STYLE="""" >Ux = 24V / 1,41 = 17 V</SPAN>","<SPAN STYLE="""" >Ux = 24 V * 1,41 =  34 V</SPAN>","<SPAN STYLE="""" >Ux = 24 V / 1,41 / 2 = 8,5 V</SPAN>","VOID","a","VOID","<SPAN STYLE="""" >&Ucirc; = 1,41 mal gr&ouml;sser als Ueff.<BR>Ux ist zweimal gr&ouml;sser als &Ucirc;.</SPAN>","533","534"
"38","Multiple Choice","<SPAN STYLE="""" >Die Frequenz dieser Wechselspannung betr&auml;gt 2 Hz. Wie gross ist der markierte Zeitabschnitt t?</SPAN>","<SPAN STYLE="""" >0,5 sec</SPAN>","<SPAN STYLE="""" >0,75 sec<BR></SPAN>","<SPAN STYLE="""" >1,0 sec</SPAN>","<SPAN STYLE="""" >1,25 sec</SPAN>","<SPAN STYLE="""" >1,5 sec</SPAN>","b","VOID","<SPAN STYLE="""" >Bei 2 Hz betr&auml;gt die Zeitdauer f&uuml;r eine Periode t = 1 / f = 0,5 sec.<BR>Bei 1,5 Perioden ist die Zeitdauer 1,5 mal l&auml;nger.</SPAN>","535","536"
"38","Multiple Choice","<SPAN STYLE="""" >Wie  gross  ist  die  Periodendauer  eines   UKW-Senders  mit   100 MHz?</SPAN>","<SPAN STYLE="""" >T = 1 / f = 1 / 100 MHz = 10 s</SPAN>","<SPAN STYLE="""" >T = 1 / f = 1 / 100 MHz = 10 ms</SPAN>","<SPAN STYLE="""" >T = 1 / f = 1 / 100 MHz = 10 &mu;s</SPAN>","<SPAN STYLE="""" >T = 1 / f = 1 / 100 MHz = 0,01 &mu;s</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >1 / 100 MHz = 0,01 Mikrosekunde</SPAN>","",""
"38","Multiple Choice","<SPAN STYLE="""" >Ein elektronisches Ger&auml;t wird mit einer 9 V Batterie betrieben. Mit welcher Spannung werden die Bauteile belastet wenn es versehentlich an eine 12 V Wechselspannung angeschlossen wird?</SPAN>","<SPAN STYLE="""" >Mit 12 V</SPAN>","<SPAN STYLE="""" >Mit 9 V * 1,41 = 12,7 V</SPAN>","<SPAN STYLE="""" >Mit 12 V * 1,41 = 17 V</SPAN>","<SPAN STYLE="""" >Mit 12 V * 1,41 * 2 = 34 V</SPAN>","VOID","c","VOID","<SPAN STYLE="""" >Beim Wechselstrom wird immer der Effektivwert angegeben, d.h. 12V<BR>Der Spitzenwert ist Wurzel 2 mal gr&ouml;sser als der Effektivwert.</SPAN>","",""
"38","Multiple Choice","<SPAN STYLE="""" >Beide Lampen sollen gleich hell leuchten. Wie gross muss die Gleichspannung U sein?</SPAN>","<SPAN STYLE="""" >34 V</SPAN>","<SPAN STYLE="""" >17 V</SPAN>","<SPAN STYLE="""" >34 V / 1,41 = 24 V</SPAN>","<SPAN STYLE="""" >34 V /  2  / 1,41 = 12 V</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Us (U-Spitze) =   Uss (U-Spitze-Spitze) / 2    Ueff = Us / 1,41</SPAN>","541",""
"38","Multiple Choice","<SPAN STYLE="""" >Eine Lampe soll an Wechselspannung gleich hell leuchten wie wenn sie an 12 V Gleichspannung angeschlossen ist. Wie gross muss der eingezeichnete Spannungswert sein?</SPAN>","<SPAN STYLE="""" >12 V</SPAN>","<SPAN STYLE="""" >12 V * 1,41 = 17 V</SPAN>","<SPAN STYLE="""" >12 V * 2 = 24 V</SPAN>","<SPAN STYLE="""" >12 V / 1,41  = 8,5 V</SPAN>","VOID","b","VOID","<SPAN STYLE="""" >Den eingezeichneten Spannungswert nennt man Us (U-Spitze).  Us = Ueff * 1,41</SPAN>","542","543"
"38","Multiple Choice","<SPAN STYLE="""" >Welcher Zusammenhang besteht zwischen der Periodendauer T und der Frequenz f?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","<SPAN STYLE="""" >e</SPAN>","c","VOID","VOID","546",""
"38","Multiple Choice","<SPAN STYLE="""" >In welcher Einheit wird die Frequenz angegeben?</SPAN>","<SPAN STYLE="""" >1 / sec</SPAN>","<SPAN STYLE="""" >V / sec</SPAN>","<SPAN STYLE="""" >sec</SPAN>","<SPAN STYLE="""" >sec / 1</SPAN>","VOID","a","<SPAN STYLE="""" >Anzahl Schwingungen oder Perioden pro Sekunde   1/ sec</SPAN>","VOID","",""
"38","Multiple Choice","<SPAN STYLE="""" >Welche der nachgenannten Begriffe entspricht </SPAN><SPAN STYLE=""text-decoration:underline ;"" >nicht</SPAN><SPAN STYLE="""" > dem Spitzenwert einer Wechselspannung?</SPAN>","<SPAN STYLE="""" >Amplitude</SPAN>","<SPAN STYLE="""" >Scheitelwert</SPAN>","<SPAN STYLE="""" >Us</SPAN>","<SPAN STYLE="""" >Ueff</SPAN>","<SPAN STYLE="""" >Up</SPAN>","d","<SPAN STYLE="""" >Up = U-peak = U-Spitze</SPAN>","VOID","",""
"38","Multiple Choice","<SPAN STYLE="""" >Auf einem Trafo steht : 48 V AC<BR>An welchem Ort ist dieser Wert einzutragen?</SPAN>","<SPAN STYLE="""" >Bei a</SPAN>","<SPAN STYLE="""" >Bei b</SPAN>","<SPAN STYLE="""" >Bei c</SPAN>","<SPAN STYLE="""" >Bei d</SPAN>","VOID","c","<SPAN STYLE="""" >Es wird in der Regel immer der Effektivwert angegeben.</SPAN>","<SPAN STYLE="""" >Ueff = Us / 1,41 = 0,7 * Us.<BR>Der Spitzenwert Us hat 10 Teilstriche.<BR>Der Effektivwert hat 7 Teilstriche (0,7 * Us)</SPAN>","547",""
"38","Multiple Choice","<SPAN STYLE="""" >Bei welcher Zeile sind alle Begriffe richtig eingetragen?</SPAN>","<SPAN STYLE="""" >Bei a</SPAN>","<SPAN STYLE="""" >Bei b</SPAN>","<SPAN STYLE="""" >Bei c</SPAN>","<SPAN STYLE="""" >Bei d</SPAN>","VOID","a","VOID","VOID","548",""
"38","Multiple Choice","<SPAN STYLE="""" >Welchen Wert nennt man Uss oder Upp?</SPAN>","<SPAN STYLE="""" >A</SPAN>","<SPAN STYLE="""" >B</SPAN>","<SPAN STYLE="""" >C</SPAN>","<SPAN STYLE="""" >D</SPAN>","<SPAN STYLE="""" >E</SPAN>","d","<SPAN STYLE="""" >Uss = U-Spitze-Spitze     Upp = U-peak-peak</SPAN>","<SPAN STYLE="""" >Uss = U-Spitze-Spitze     Upp = U-peak-peak</SPAN>","550",""
"38","Multiple Choice","<SPAN STYLE="""" >Welche Aussage ist richtig?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Us ist gr&ouml;sser als Ueff.</SPAN>","551",""
"38","Multiple Choice","<SPAN STYLE="""" >Bei 90 &deg; betr&auml;gt der Momentanwert dieser Wechselspannung 20 V<BR>Wie gross ist der Momentanwert bei 270&deg;?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","<SPAN STYLE="""" >e</SPAN>","d","VOID","<SPAN STYLE="""" >Bei 90&deg; hat diese Spannung den H&ouml;chstwert = 20V.</SPAN>","552","553"
"11","Multiple Choice","<SPAN STYLE="""" >Welche der folgenden Aussage &uuml;ber die elektrische Energie trifft </SPAN><SPAN STYLE=""font-weight: bold;"" >nicht</SPAN><SPAN STYLE="""" > zu?</SPAN>","<SPAN STYLE="""" >Sie l&auml;sst sich gut in andere Energieformen (mechanisch, chemisch, thermisch) umformen.</SPAN>","<SPAN STYLE="""" >Sie entsteht durch die Umformung aus anderen Energieformen.</SPAN>","<SPAN STYLE="""" >Sie kann gut transportiert werden.</SPAN>","<SPAN STYLE="""" >Sie l&auml;sst sich sehr gut und verlustlos speichern.</SPAN>","VOID","d","<SPAN STYLE="""" >Sie l&auml;sst sich leider nicht verlustlos speichern.</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Die Frage lautet: Welche Aussage trifft </SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:underline ;font-variant:normal;letter-spacing: normal;text-transform: none;"" >nicht </SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >zu?</SPAN>","",""
"11","Multiple Choice","<SPAN STYLE="""" >Welche Gleichung ist richtig?<BR>Hinweis: 1000Ws = 1kWs</SPAN>","<SPAN STYLE="""" >3600 Ws = 1 kWh</SPAN>","<SPAN STYLE="""" >360 kWs = 1 kWh</SPAN>","<SPAN STYLE="""" >3600 kWs = 1 kWh</SPAN>","<SPAN STYLE="""" >3,6 kWs = 1 kWh</SPAN>","VOID","c","VOID","VOID","",""
"11","Multiple Choice","<SPAN STYLE="""" >Welche Gleichung ist falsch?<BR>Hinweis 1 Wh = 3600 Ws</SPAN>","<SPAN STYLE="""" >1 kWh = 3'600'000 Ws</SPAN>","<SPAN STYLE="""" >100 Wh = 6000 Ws</SPAN>","<SPAN STYLE="""" >0,1 kWh = 360 kWs</SPAN>","<SPAN STYLE="""" >1 Wh = 60 Wmin</SPAN>","VOID","b","<SPAN STYLE="""" >1 kWh = 1000*60 min*60 sec = 3&rsquo;600&rsquo;000 Ws<BR>100 Wh = 0,1 kWh = 360&rsquo;000 Ws= 360 kWs<BR>1 Wh = 0,001 kWh = 3&rsquo;600 Ws = 60 Wmin</SPAN>","<SPAN STYLE="""" >1 kWh = 1000*60 min*60 sec = 3&rsquo;600&rsquo;000 Ws<BR>100 Wh = 0,1 kWh = 360&rsquo;000 Ws= 360 kWs<BR>1 Wh = 0,001 kWh = 3&rsquo;600 Ws = 60 Wmin</SPAN>","",""
"11","Multiple Choice","<SPAN STYLE="""" >Durch einen Heizk&ouml;rper mit 20 &Omega;  fliesst w&auml;hrend 2 h eine Stromst&auml;rke von 12 A. Mit welcher Gleichung wird die umgesetzte Energiemenge berechnet?<BR></SPAN>","<SPAN STYLE="""" >W = (240 V)</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * 20 &Omega; * 2 h</SPAN>","<SPAN STYLE="""" >W = (12 A)</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * 20 &Omega; * 2 h</SPAN>","<SPAN STYLE="""" >W = (12 A)</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / 20 &Omega; ) * 2 h</SPAN>","<SPAN STYLE="""" >W = (240 V)</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * 20 &Omega; / 2 h</SPAN>","<SPAN STYLE="""" >Keine Antwort ist richtig</SPAN>","b","VOID","<SPAN STYLE="""" >Gegeben: R ; I ; t <BR>Die Gleichung lautet W = (I</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > * R)  * t.</SPAN>","558",""
"11","Multiple Choice","<SPAN STYLE="""" >Mit welcher Gleichung kann man die elektrische Leistung mit Hilfe eines Z&auml;hlers berechnen?<BR>t = Messzeit in sec; n = Anzahl Blitze oder Umdrehungen U;<BR>c = Z&auml;hlerkonstante in Umdrehungen oder Blitze/kWh; P in kW</SPAN>","<SPAN STYLE="""" >P = (3600 * t) / (n * c)</SPAN>","<SPAN STYLE="""" >P = (3600 * c) / (n * t)</SPAN>","<SPAN STYLE="""" >P = (n * 3600) / t * c</SPAN>","<SPAN STYLE="""" >P = n * 3600 / c * t</SPAN>","<SPAN STYLE="""" >P = (n * 3600) / (t * c)</SPAN>","e","VOID","<SPAN STYLE="""" >Achtung:   a / (b * c)  ist nicht gleich viel wie a / b * c</SPAN>","561",""
"28","Multiple Choice","<SPAN STYLE="""" >Welches Bild zeigt die Situation des elektrischen Feldes bei einem Gewitter?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","a","VOID","<SPAN STYLE="""" >Die Feldlinien treten am Pluspol aus und am Minuspol ein. Spitze Elektroden erzeugen ein st&auml;rkeres Elektrisches Feld.</SPAN>","566",""
"28","Multiple Choice","<SPAN STYLE="""" >Das Bild zeigt das elektrische Feld zwischen zwei unter Spannung stehenden K&ouml;rpern. Wie sind die Punkte 1 und 2 geladen?</SPAN>","<SPAN STYLE="""" >1 ist positiv  2 ist negativ</SPAN>","<SPAN STYLE="""" >1 ist positiv  2 ist positiv</SPAN>","<SPAN STYLE="""" >1 ist negativ  2 ist negativ</SPAN>","<SPAN STYLE="""" >1 ist negativ  2 ist positiv</SPAN>","VOID","c","VOID","<SPAN STYLE="""" >Die Elektrischen Feldlinien treten am Pluspol aus und am Minuspol ein.</SPAN>","567",""
"28","Multiple Choice","<SPAN STYLE="""" >Wird in ein elektrisches Feld ein elektrisch leitendes Material gebracht, entsteht in diesem Material eine Ladungstrennung. Wie nennt man diesen Vorgang?</SPAN>","<SPAN STYLE="""" >Induktion</SPAN>","<SPAN STYLE="""" >Polarisation</SPAN>","<SPAN STYLE="""" >Kapazit&auml;t</SPAN>","<SPAN STYLE="""" >Influenz</SPAN>","VOID","d","VOID","VOID","568",""
"28","Multiple Choice","<SPAN STYLE="""" >Bei welchem Bild ist der Zusammenhang zwischen der Feldst&auml;rke und dem Abstand eines unter Spannung stehenden Leiters richtig dargestellt?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","b","VOID","<SPAN STYLE="""" >Die Feldst&auml;rke nimmt mit zunehmendem Abstand sehr stark ab. E = U / d</SPAN>","569",""
"28","Multiple Choice","<SPAN STYLE="""" >Wird ein Dielektrikum, (ein elektrisch nicht leitendes Material) in ein elektrisches Feld gebracht, richten sich die Molek&uuml;le im Material aus. Wie nennt man diese Erscheinung?</SPAN>","<SPAN STYLE="""" >Induktion</SPAN>","<SPAN STYLE="""" >Polarisation</SPAN>","<SPAN STYLE="""" >Kapazit&auml;t</SPAN>","<SPAN STYLE="""" >Influenz</SPAN>","VOID","b","VOID","VOID","570",""
"28","Multiple Choice","<SPAN STYLE="""" >In welchem Fall wird die Kapazit&auml;t am meisten vergr&ouml;ssert?</SPAN>","<SPAN STYLE="""" >Plattenfl&auml;che und Abstand vergr&ouml;ssern.</SPAN>","<SPAN STYLE="""" >Plattenfl&auml;che und Abstand verkleinern.</SPAN>","<SPAN STYLE="""" >Plattenfl&auml;che vergr&ouml;ssern, Abstand verkleinern.</SPAN>","<SPAN STYLE="""" >Plattenfl&auml;che verkleinern, Abstand vergr&ouml;ssern.</SPAN>","VOID","c","VOID","<SPAN STYLE="""" >C = Epsylon * A / d      <BR> Epsylon = Permittivit&auml;t (ist Materialabh&auml;ngig)    <BR> A = Plattenfl&auml;che    <BR> d = Abstand der Platten</SPAN>","571",""
