"categorySetId","questionType","questionPhrase","Answer1","Answer2","Answer3","Answer4","Answer5","CorrectAnswerAsLetter","textIfCorrect","textIfIncorrect","questionImageId","solutionImageId","autor","pointsToAchieve"
"6.2.2","Multiple Choice","<SPAN STYLE="""" >Welche Frequenz hat die Rufspannung?</SPAN>","<SPAN STYLE="""" >15</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >25</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >60</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","VOID","b","VOID","VOID","2000","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.2","Multiple Choice","<SPAN STYLE="""" >Welche Frequenz hat das Rufsignal bei Apparaten, die an einer Teilnehmervermittlungsanlage angeschlossen sind?</SPAN>","<SPAN STYLE="""" >15</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >25</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >60</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","VOID","c","VOID","VOID","2001","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.2","Multiple Choice","<SPAN STYLE="""" >Welche Frequenz hat das Freizeichen (Summton)?</SPAN>","<SPAN STYLE="""" >100</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >250</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >425</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >800</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","VOID","c","VOID","VOID","2002","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.2","Multiple Choice","<SPAN STYLE="""" >In welchem Rhythmus ert&ouml;nt das Besetztzeichen?<BR></SPAN>","<SPAN STYLE="""" >200</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >ms Signal  ;  200</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >ms Pause</SPAN>","<SPAN STYLE="""" >200</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >ms Signal  ;  1</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s Pause</SPAN>","<SPAN STYLE="""" >1</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s Signal  ;  200</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >ms Pause</SPAN>","<SPAN STYLE="""" >1</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s Signal  ;  1</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s Pause</SPAN>","VOID","a","VOID","VOID","2003","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.2","Multiple Choice","<SPAN STYLE="""" >In welchem Rhythmus ert&ouml;nt das Rufsignal, wenn der Apparat l&auml;utet? <BR></SPAN>","<SPAN STYLE="""" >1</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s Ruf  ;  4</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s Pause</SPAN>","<SPAN STYLE="""" >2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s Ruf  ;  2</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s Pause</SPAN>","<SPAN STYLE="""" >4</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s Ruf  ;  1</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s Pause</SPAN>","<SPAN STYLE="""" >4</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s Ruf  ;  4</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s Pause</SPAN>","VOID","a","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.2","Multiple Choice","<SPAN STYLE="""" >Wie gross ist das Frequenzband, dass bei der Telefonie &uuml;bertragen wird?</SPAN>","<SPAN STYLE="""" >30 ... 340</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >300 ... 3400</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >Hz</SPAN>","<SPAN STYLE="""" >3 ... 34</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >kHz</SPAN>","<SPAN STYLE="""" >300 ... 3400</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >kHz</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.3","Multiple Choice","<SPAN STYLE="""" >Das Wahlverfahren mit Nummernschalter nennt man:</SPAN>","<SPAN STYLE="""" >Nummernwahl</SPAN>","<SPAN STYLE="""" >Frequenzwahl</SPAN>","<SPAN STYLE="""" >Scheibenwahl</SPAN>","<SPAN STYLE="""" >Impulswahl</SPAN>","VOID","d","VOID","VOID","2004","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.3","Multiple Choice","<SPAN STYLE="""" >Wie lange dauert ca. die Wahl der Ziffer Null?</SPAN>","<SPAN STYLE="""" >400</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >ms</SPAN>","<SPAN STYLE="""" >600</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >ms</SPAN>","<SPAN STYLE="""" >1</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s</SPAN>","<SPAN STYLE="""" >10</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s</SPAN>","VOID","c","VOID","VOID","2007","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.3","Multiple Choice","<SPAN STYLE="""" >Welches Wahlverfahren ist heute Stand der Technik?</SPAN>","<SPAN STYLE="""" >Impulswahl mit Nummernschalter</SPAN>","<SPAN STYLE="""" >Impulswahl mit Tastatur</SPAN>","<SPAN STYLE="""" >Frequenzwahl ohne Begleitzeichen</SPAN>","<SPAN STYLE="""" >Frequenzwahl mit Begleitzeichen</SPAN>","VOID","c","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.3","Multiple Choice","<SPAN STYLE="""" >K&ouml;nnen Apparate mit Impulswahl heute noch verwendet werden?</SPAN>","<SPAN STYLE="""" >nein</SPAN>","<SPAN STYLE="""" >aber sicher!</SPAN>","<SPAN STYLE="""" >ja, aber nur hinter alten TVA&lsquo;s</SPAN>","<SPAN STYLE="""" >ja, aber nur bei alten Zentralen</SPAN>","VOID","b","VOID","VOID","2008","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.3","Multiple Choice","<SPAN STYLE="""" >Frequenzwahl. Aus wie vielen Frequenzen besteht das Signal, das beim Dr&uuml;cken einer Zifferntaste an die Zentrale gesendet wird?</SPAN>","<SPAN STYLE="""" >1</SPAN>","<SPAN STYLE="""" >2</SPAN>","<SPAN STYLE="""" >3</SPAN>","<SPAN STYLE="""" >4</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.3","Multiple Choice","<SPAN STYLE="""" >Die Mischfrequenz, die bei der Wahl gesendet wird, nennt man im Englischen: Dual - Tone - Multi - Frequency. Apparate mit Frequenzwahl nennt man daher auch:</SPAN>","<SPAN STYLE="""" >FW - Telefone</SPAN>","<SPAN STYLE="""" >DTMF - Telefone</SPAN>","<SPAN STYLE="""" >FMB - Telefone</SPAN>","<SPAN STYLE="""" >DMTF - Telefone</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.3","Multiple Choice","<SPAN STYLE="""" >Mehrfrequenzwahl.<BR>Wie gross sind Signaldauer und Wahlpause?</SPAN>","<SPAN STYLE="""" >10</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >ms</SPAN>","<SPAN STYLE="""" >50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >ms</SPAN>","<SPAN STYLE="""" >70</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >ms</SPAN>","<SPAN STYLE="""" >90</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >ms</SPAN>","<SPAN STYLE="""" >100</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >ms</SPAN>","c","VOID","VOID","2010","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.3","Multiple Choice","<SPAN STYLE="""" >Wie wird diese Steuertaste auch noch genannt?</SPAN>","<SPAN STYLE="""" >Carre-Taste</SPAN>","<SPAN STYLE="""" >Erdtaste</SPAN>","<SPAN STYLE="""" >Kreistaste</SPAN>","<SPAN STYLE="""" >Flash-Taste</SPAN>","VOID","d","VOID","VOID","2011","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.3","Multiple Choice","<SPAN STYLE="""" >Wozu wird die Steuer- respektive Flash-Taste ben&ouml;tigt?</SPAN>","<SPAN STYLE="""" >zum Erzeugen eines Steuersignals bei einer Teilnehmervermittlunganlage</SPAN>","<SPAN STYLE="""" >zum Aktivieren einiger Zusatzdienste</SPAN>","<SPAN STYLE="""" >zum Ein- und Ausschalten von Zusatzapparaten</SPAN>","<SPAN STYLE="""" >zum Rufen der Sekret&auml;rin</SPAN>","VOID","ab","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.3","Multiple Choice","<SPAN STYLE="""" >Auch dieses Telefon besitzt eine Steuer- bzw. Flash-Taste. Wie wird diese Taste auch noch gekennzeichnet? So wie Taste:</SPAN>","<SPAN STYLE="""" >1</SPAN>","<SPAN STYLE="""" >2</SPAN>","<SPAN STYLE="""" >3</SPAN>","<SPAN STYLE="""" >4</SPAN>","VOID","c","VOID","VOID","2012","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.3","Multiple Choice","<SPAN STYLE="""" >Wozu werden diese beiden Tasten eines Telefonapparates ben&ouml;tigt?</SPAN>","<SPAN STYLE="""" >zum Ein- und Ausschalten von Zusatzapparaten</SPAN>","<SPAN STYLE="""" >zum Ein- und Ausschalten von Telefonzusatzdiensten</SPAN>","<SPAN STYLE="""" >f&uuml;r Lauth&ouml;ren und Freisprechen</SPAN>","<SPAN STYLE="""" >zum Erh&ouml;hen resp. Erniedrigen der Lautst&auml;rke</SPAN>","VOID","b","VOID","VOID","2013","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.3","Multiple Choice","<SPAN STYLE="""" >Da bei diesem Telefon keinerlei Steuertasten vorhanden sind, handelt es sich h&ouml;chstwahrscheinlich um folgendes Wahlverfahren:</SPAN>","<SPAN STYLE="""" >Impulswahl mit Tastatur</SPAN>","<SPAN STYLE="""" >Impulswahl mit Nummernschalter</SPAN>","<SPAN STYLE="""" >Frequenzwahl mit Begleitzeichen</SPAN>","<SPAN STYLE="""" >Frequenzwahl ohne Begleitzeichen</SPAN>","VOID","a","VOID","VOID","2014","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE="""" >Einige Zusatzdienste setzen voraus, dass das Endger&auml;t &uuml;ber eine Flash-/Steuertaste verf&uuml;gt. Wie wird diese Taste gekennzeichnet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","cd","VOID","VOID","2016","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE="""" >Wie viele verschiedene Anrufumleitungen k&ouml;nnen von einem Telefonapparat aus programmiert werden?</SPAN>","<SPAN STYLE="""" >1</SPAN>","<SPAN STYLE="""" >2</SPAN>","<SPAN STYLE="""" >3</SPAN>","<SPAN STYLE="""" >4</SPAN>","VOID","c","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Bei der &ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Anrufumleitung unbedingt</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo; werden:</SPAN>","<SPAN STYLE="""" >Anrufe nach 25</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >s (ca. 5 Rufzyklen) weitergeleitet</SPAN>","<SPAN STYLE="""" >Anrufe dann umgeleitet, wenn die Flashtaste gedr&uuml;ckt wird</SPAN>","<SPAN STYLE="""" >alle Anrufe sofort umgeleitet</SPAN>","<SPAN STYLE="""" >Anrufe weitergeleitet, wenn der Anschluss besetzt ist</SPAN>","VOID","c","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Welche Kennzahl hat die &ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Anrufumleitung unbedingt</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo;?</SPAN>","<SPAN STYLE="""" >21</SPAN>","<SPAN STYLE="""" >26</SPAN>","<SPAN STYLE="""" >61</SPAN>","<SPAN STYLE="""" >67</SPAN>","VOID","a","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Mit nebenstehender Tastenfolge kann man die <BR>&ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Anrufumleitung bei besetzt</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo;:</SPAN>","<SPAN STYLE="""" >Wiedereinschalten</SPAN>","<SPAN STYLE="""" >Ausschalten</SPAN>","<SPAN STYLE="""" >Abfragen</SPAN>","<SPAN STYLE="""" >Zielnummer l&ouml;schen</SPAN>","VOID","c","VOID","VOID","2019","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE="""" >Mitnahme der Rufnummer bei Umzug.<BR>Unter welcher Bedingung kann man bei einem Umzug seine bisherige Rufnummer behalten?</SPAN>","<SPAN STYLE="""" >wenn man an der selben Anschlusszentrale angeschlossen bleibt</SPAN>","<SPAN STYLE="""" >bei Umzug innerhalb der gleichen Vorwahlzone.</SPAN>","<SPAN STYLE="""" >wenn der neue Wohnsitz im selben Kanton ist</SPAN>","<SPAN STYLE="""" >wenn man weniger als 100km weit wegzieht</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE="""" >Wenn Sie vom Netz zur&uuml;ckgerufen werden, sobald eine besetzte Nummer frei wird, dann haben Sie folgenden Zusatzdienst programmiert:</SPAN>","<SPAN STYLE="""" >Halten einer Verbindung</SPAN>","<SPAN STYLE="""" >Anklopfen</SPAN>","<SPAN STYLE="""" >R&uuml;ckfragen</SPAN>","<SPAN STYLE="""" >R&uuml;ckruf bei besetzt</SPAN>","VOID","d","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE="""" >F&uuml;r welche Zahl steht das rote Fragezeichen?</SPAN>","<SPAN STYLE="""" >21</SPAN>","<SPAN STYLE="""" >26</SPAN>","<SPAN STYLE="""" >37</SPAN>","<SPAN STYLE="""" >45</SPAN>","VOID","c","VOID","VOID","2021","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Welche 2 Aussagen treffen f&uuml;r den Zusatzdienst: <BR>&ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >R&uuml;ckruf bei besetzt</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo; zu?</SPAN>","<SPAN STYLE="""" >Der Dienst wird nach 30 Minuten automatisch ausgeschaltet</SPAN>","<SPAN STYLE="""" >Programmierung auf einen Mobilanschluss ist m&ouml;glich</SPAN>","<SPAN STYLE="""" >Es k&ouml;nnen mehrere R&uuml;ckrufe auf einmal aktiviert werden</SPAN>","<SPAN STYLE="""" >Bei EconomyLINE: Ein-/Ausschalten 20Rp.  ;  Abfragen gratis</SPAN>","VOID","da","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE="""" >Welcher Zusatzdienst wird hier beschrieben?</SPAN>","<SPAN STYLE="""" >Dreierkonferenz</SPAN>","<SPAN STYLE="""" >Anklopfen</SPAN>","<SPAN STYLE="""" >R&uuml;ckfragen</SPAN>","<SPAN STYLE="""" >Parken</SPAN>","VOID","a","VOID","VOID","2022","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE="""" >Welchen Dienst hat man aktiviert, wenn man w&auml;hrend eines Gespr&auml;chs durch einen Signalton auf einen weiteren Anruf aufmerksam gemacht wird?</SPAN>","<SPAN STYLE="""" >Ruhe vor dem Telefon</SPAN>","<SPAN STYLE="""" >Anklopfen</SPAN>","<SPAN STYLE="""" >R&uuml;ckfragen</SPAN>","<SPAN STYLE="""" >Parken</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Welche Nummer hat der Zusatzdienst: &ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Anklopfen</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo;?</SPAN>","<SPAN STYLE="""" >26</SPAN>","<SPAN STYLE="""" >37</SPAN>","<SPAN STYLE="""" >43</SPAN>","<SPAN STYLE="""" >79</SPAN>","VOID","c","VOID","VOID","2023","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Mit welcher Kennzahl l&auml;sst sich der Dienst: <BR>&ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Ruhe vor dem Telefon</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo; ein- bzw. ausschalten?</SPAN>","<SPAN STYLE="""" >21</SPAN>","<SPAN STYLE="""" >26</SPAN>","<SPAN STYLE="""" >31</SPAN>","<SPAN STYLE="""" >61</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.2.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Der Dienst: &ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Ruhe vor dem Telefon</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo; wird nach einer bestimmten Zeit automatisch deaktiviert und zwar nach:</SPAN>","<SPAN STYLE="""" >3 Stunden</SPAN>","<SPAN STYLE="""" >12 Stunden</SPAN>","<SPAN STYLE="""" >24 Stunden</SPAN>","<SPAN STYLE="""" >1 Woche</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.1","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >ISDN steht f&uuml;r &bdquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Integrated Services Digital Network</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo;.<BR>Auf Deutsch &uuml;bersetzt heisst das:</SPAN>","<SPAN STYLE="""" >Internationales Service Daten Netzwerk</SPAN>","<SPAN STYLE="""" >Interstaatliches Daten Netzwerk</SPAN>","<SPAN STYLE="""" >Dienste integrierendes digitales Netzwerk</SPAN>","<SPAN STYLE="""" >Interaktive schnelle Daten Nutzung</SPAN>","VOID","c","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.1","Multiple Choice","<SPAN STYLE="""" >Ein Prim&auml;ranschluss stellt 30 Nutzkan&auml;le zur Verf&uuml;gung.<BR>Das heisst:</SPAN>","<SPAN STYLE="""" >es f&uuml;hren 30 Leitungen ins Haus</SPAN>","<SPAN STYLE="""" >man hat 30 verschiedenen Rufnummern zur Verf&uuml;gung</SPAN>","<SPAN STYLE="""" >man kann 30 Verbindungen gleichzeitig aufrecht erhalten</SPAN>","<SPAN STYLE="""" >es k&ouml;nnen 30 Endger&auml;te angeschlossen werden</SPAN>","VOID","c","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.1","Multiple Choice","<SPAN STYLE="""" >Wie gross ist die &Uuml;bertragungsrate auf einem B-Kanal?</SPAN>","<SPAN STYLE="""" >16</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >kbit/s</SPAN>","<SPAN STYLE="""" >64</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >kbit/s</SPAN>","<SPAN STYLE="""" >128</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >kbit/s</SPAN>","<SPAN STYLE="""" >144</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >kbit/s</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.1","Multiple Choice","<SPAN STYLE="""" >Bei Kanalb&uuml;ndelung l&auml;sst sich die &Uuml;bertragungskapazit&auml;t steigern (z.B. Internet) und zwar auf:</SPAN>","<SPAN STYLE="""" >92 kbit/s</SPAN>","<SPAN STYLE="""" >128 kbit/s</SPAN>","<SPAN STYLE="""" >144 kbit/s</SPAN>","<SPAN STYLE="""" >600 kbit/s</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.2","Multiple Choice","<SPAN STYLE="""" >Bei nebenstehendem Ger&auml;t handelt es sich um:</SPAN>","<SPAN STYLE="""" >eine TVA</SPAN>","<SPAN STYLE="""" >ein NT+2a/b</SPAN>","<SPAN STYLE="""" >ein TA</SPAN>","<SPAN STYLE="""" >eine PBX</SPAN>","VOID","b","VOID","VOID","1966","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.2","Multiple Choice","<SPAN STYLE="""" >Wie viele analoge Endger&auml;te d&uuml;rfen pro a/b-Schnittstelle maximal angeschlossen werden?</SPAN>","<SPAN STYLE="""" >1</SPAN>","<SPAN STYLE="""" >2</SPAN>","<SPAN STYLE="""" >4</SPAN>","<SPAN STYLE="""" >8</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
